Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52WH,52WL,VOLUME,VALUE,No of trades
10-Sep-24,EQ,"1,396.90","1,415.70","1,369.15","1,386.10","1,382.05","1,385.95","1,394.95","1,700.00",831.25,"1,54,067","21,49,15,724.90","11,356"
09-Sep-24,EQ,"1,410.00","1,415.30","1,381.55","1,413.25","1,388.80","1,386.10","1,393.66","1,700.00",831.25,"98,825","13,77,28,422.60","9,751"
06-Sep-24,EQ,"1,425.00","1,452.50","1,410.00","1,424.40","1,414.00","1,413.25","1,427.29","1,700.00",831.25,"1,88,595","26,91,78,887.00","13,355"
05-Sep-24,EQ,"1,434.95","1,441.40","1,417.00","1,430.80","1,422.40","1,424.40","1,424.46","1,700.00",831.25,"1,37,088","19,52,76,803.00","13,142"
04-Sep-24,EQ,"1,440.00","1,451.95","1,425.00","1,443.45","1,430.55","1,430.80","1,436.96","1,700.00",831.25,"1,13,701","16,33,83,442.20","6,554"
03-Sep-24,EQ,"1,453.85","1,469.90","1,440.00","1,451.10","1,440.05","1,443.45","1,450.93","1,700.00",831.25,"1,07,344","15,57,48,563.95","8,925"
02-Sep-24,EQ,"1,452.25","1,464.00","1,445.05","1,452.25","1,450.00","1,451.10","1,453.76","1,700.00",831.25,"1,01,422","14,74,42,955.65","9,591"
30-Aug-24,EQ,"1,445.00","1,514.85","1,443.00","1,440.45","1,447.00","1,452.25","1,487.22","1,700.00",831.25,"7,11,519","1,05,81,88,452.95","44,883"
29-Aug-24,EQ,"1,465.00","1,470.15","1,433.50","1,464.10","1,440.00","1,440.45","1,448.53","1,700.00",831.25,"72,135","10,44,89,986.50","8,960"
28-Aug-24,EQ,"1,482.70","1,492.15","1,460.05","1,482.70","1,464.90","1,464.10","1,471.13","1,700.00",831.25,"84,635","12,45,08,729.00","13,096"
27-Aug-24,EQ,"1,490.00","1,499.95","1,468.30","1,486.90","1,475.00","1,482.70","1,485.98","1,700.00",831.25,"1,94,847","28,95,38,572.80","15,812"
26-Aug-24,EQ,"1,482.00","1,516.30","1,452.35","1,477.45","1,490.00","1,486.90","1,474.60","1,700.00",831.25,"1,74,698","25,76,09,137.20","10,639"
23-Aug-24,EQ,"1,465.70","1,538.00","1,454.85","1,454.95","1,479.00","1,477.45","1,504.69","1,700.00",831.25,"9,02,419","1,35,78,60,097.25","54,541"
22-Aug-24,EQ,"1,450.00","1,477.40","1,442.95","1,439.95","1,453.50","1,454.95","1,458.85","1,700.00",831.25,"1,25,448","18,30,09,846.40","14,882"
21-Aug-24,EQ,"1,456.60","1,487.75","1,438.50","1,462.10","1,440.00","1,439.95","1,456.09","1,700.00",831.25,"1,40,553","20,46,57,642.00","16,757"
20-Aug-24,EQ,"1,473.00","1,490.00","1,456.00","1,447.85","1,464.00","1,462.10","1,471.03","1,700.00",831.25,"2,19,060","32,22,43,735.55","17,244"
19-Aug-24,EQ,"1,456.00","1,464.80","1,425.00","1,465.25","1,449.00","1,447.85","1,439.36","1,700.00",831.25,"1,60,994","23,17,28,651.45","15,368"
16-Aug-24,EQ,"1,480.00","1,508.80","1,452.60","1,477.85","1,465.05","1,465.25","1,468.57","1,700.00",831.25,"1,73,702","25,50,94,057.60","15,903"
14-Aug-24,EQ,"1,447.95","1,490.00","1,420.25","1,437.90","1,478.00","1,477.85","1,460.84","1,700.00",831.25,"1,69,236","24,72,26,011.75","17,596"
13-Aug-24,EQ,"1,457.60","1,467.00","1,428.15","1,457.60","1,438.00","1,437.90","1,444.83","1,700.00",831.25,"84,040","12,14,23,868.45","10,734"
12-Aug-24,EQ,"1,490.00","1,492.00","1,450.05","1,490.60","1,460.90","1,457.60","1,468.54","1,700.00",831.25,"97,668","14,34,29,349.40","12,346"
09-Aug-24,EQ,"1,520.00","1,520.00","1,486.05","1,497.30","1,492.00","1,490.60","1,495.86","1,700.00",831.25,"77,981","11,66,48,399.35","13,377"
08-Aug-24,EQ,"1,493.50","1,510.80","1,485.50","1,493.50","1,498.00","1,497.30","1,499.32","1,700.00",831.25,"1,07,762","16,15,69,339.70","19,218"
07-Aug-24,EQ,"1,488.55","1,505.00","1,454.50","1,479.95","1,487.90","1,493.50","1,476.31","1,700.00",831.25,"1,77,772","26,24,46,921.40","23,934"
06-Aug-24,EQ,"1,459.00","1,520.00","1,458.00","1,455.90","1,475.00","1,479.95","1,492.56","1,700.00",831.25,"1,31,553","19,63,51,043.85","22,612"
05-Aug-24,EQ,"1,522.00","1,522.00","1,444.20","1,533.40","1,455.00","1,455.90","1,471.25","1,700.00",831.25,"1,99,674","29,37,70,103.90","31,174"
02-Aug-24,EQ,"1,512.00","1,540.00","1,498.90","1,524.15","1,522.75","1,533.40","1,525.20","1,700.00",831.25,"1,05,085","16,02,75,666.40","15,022"
01-Aug-24,EQ,"1,540.00","1,548.85","1,516.00","1,533.15","1,520.00","1,524.15","1,525.96","1,700.00",831.25,"1,58,329","24,16,03,611.05","18,381"
31-Jul-24,EQ,"1,599.90","1,605.00","1,525.00","1,578.40","1,532.00","1,533.15","1,540.52","1,700.00",831.25,"3,47,126","53,47,54,404.75","40,401"
30-Jul-24,EQ,"1,591.95","1,609.45","1,569.15","1,580.75","1,580.00","1,578.40","1,588.37","1,700.00",831.25,"86,276","13,70,38,256.50","11,143"
29-Jul-24,EQ,"1,570.95","1,611.00","1,569.00","1,561.00","1,588.00","1,580.75","1,592.03","1,700.00",831.25,"1,34,393","21,39,57,697.00","17,492"
26-Jul-24,EQ,"1,539.90","1,569.80","1,530.40","1,531.45","1,553.35","1,561.00","1,553.64","1,700.00",831.25,"83,901","13,03,51,698.45","11,432"
25-Jul-24,EQ,"1,538.70","1,545.00","1,514.25","1,538.70","1,530.00","1,531.45","1,526.57","1,700.00",831.25,"70,101","10,70,13,756.00","8,206"
24-Jul-24,EQ,"1,518.70","1,553.50","1,504.95","1,502.90","1,535.30","1,538.70","1,536.48","1,700.00",831.25,"61,169","9,39,84,943.80","10,316"
23-Jul-24,EQ,"1,552.00","1,558.45","1,441.15","1,540.60","1,511.90","1,502.90","1,510.11","1,700.00",831.25,"1,77,379","26,78,62,167.25","20,396"
22-Jul-24,EQ,"1,537.20","1,565.40","1,514.00","1,537.25","1,545.95","1,540.60","1,543.85","1,700.00",831.25,"79,004","12,19,70,397.35","11,384"
19-Jul-24,EQ,"1,573.25","1,587.95","1,521.00","1,572.70","1,541.00","1,537.25","1,545.00","1,700.00",831.25,"1,95,178","30,15,50,710.50","22,562"
18-Jul-24,EQ,"1,665.60","1,667.40","1,564.30","1,656.45","1,570.00","1,572.70","1,589.46","1,700.00",831.25,"3,04,840","48,45,31,728.80","23,881"
16-Jul-24,EQ,"1,602.80","1,674.90","1,591.95","1,602.85","1,664.00","1,656.45","1,654.58","1,700.00",831.25,"4,07,222","67,37,83,376.75","41,272"
15-Jul-24,EQ,"1,588.80","1,625.50","1,555.05","1,583.65","1,603.00","1,602.85","1,600.73","1,700.00",831.25,"1,58,780","25,41,63,662.70","19,616"
12-Jul-24,EQ,"1,625.40","1,650.00","1,578.00","1,618.30","1,587.75","1,583.65","1,612.36","1,700.00",804.7,"1,29,540","20,88,65,283.55","14,473"
11-Jul-24,EQ,"1,608.85","1,675.00","1,589.35","1,593.30","1,624.00","1,618.30","1,630.95","1,700.00",804.7,"2,39,517","39,06,40,577.20","26,236"
10-Jul-24,EQ,"1,618.00","1,622.90","1,556.00","1,601.15","1,585.20","1,593.30","1,588.27","1,700.00",804.7,"2,12,661","33,77,62,502.85","32,928"
09-Jul-24,EQ,"1,647.00","1,656.00","1,585.00","1,635.60","1,602.25","1,601.15","1,610.39","1,700.00",804.7,"1,99,711","32,16,13,090.50","18,114"
08-Jul-24,EQ,"1,666.50","1,683.35","1,621.00","1,666.50","1,639.95","1,635.60","1,647.64","1,700.00",804.7,"1,17,478","19,35,61,414.50","16,512"
05-Jul-24,EQ,"1,649.95","1,684.45","1,646.20","1,640.60","1,669.00","1,666.50","1,666.30","1,700.00",804.65,"1,17,173","19,52,44,901.25","14,730"
04-Jul-24,EQ,"1,659.95","1,697.95","1,633.90","1,660.95","1,647.65","1,640.60","1,661.20","1,700.00",804.65,"1,47,534","24,50,83,284.35","13,964"
03-Jul-24,EQ,"1,644.80","1,676.95","1,644.80","1,644.80","1,652.00","1,660.95","1,661.59","1,700.00",804.65,"1,14,065","18,95,28,702.50","11,620"
02-Jul-24,EQ,"1,645.00","1,665.00","1,614.95","1,643.65","1,643.10","1,644.80","1,646.14","1,700.00",804.65,"85,287","14,03,93,998.10","7,186"
01-Jul-24,EQ,"1,582.85","1,659.40","1,560.05","1,559.40","1,633.00","1,643.65","1,616.01","1,700.00",804.65,"1,64,844","26,63,89,290.95","13,154"
28-Jun-24,EQ,"1,587.90","1,599.50","1,551.05","1,573.50","1,555.00","1,559.40","1,572.20","1,700.00",780.5,"1,10,326","17,34,54,952.85","13,443"
27-Jun-24,EQ,"1,608.60","1,624.90","1,565.00","1,607.75","1,572.50","1,573.50","1,584.74","1,700.00",780.5,"1,42,189","22,53,32,694.10","14,368"
26-Jun-24,EQ,"1,640.00","1,657.20","1,597.00","1,641.70","1,606.00","1,607.75","1,626.35","1,700.00",780.5,"1,39,343","22,66,20,663.60","14,595"
25-Jun-24,EQ,"1,623.00","1,700.00","1,620.30","1,611.75","1,638.00","1,641.70","1,659.98","1,700.00",780.5,"3,95,728","65,68,98,901.80","23,066"
24-Jun-24,EQ,"1,561.50","1,635.00","1,545.40","1,568.40","1,615.00","1,611.75","1,596.66","1,635.00",780.5,"2,38,390","38,06,28,278.70","17,111"
21-Jun-24,EQ,"1,584.95","1,620.00","1,540.00","1,570.45","1,550.00","1,568.40","1,590.13","1,629.95",780.5,"3,40,397","54,12,73,992.20","18,332"
20-Jun-24,EQ,"1,554.95","1,575.00","1,510.05","1,565.85","1,563.00","1,570.45","1,545.78","1,629.95",780.5,"2,50,009","38,64,59,514.80","19,266"
19-Jun-24,EQ,"1,580.00","1,601.00","1,550.00","1,574.25","1,560.00","1,565.85","1,567.47","1,629.95",780.5,"1,19,093","18,66,74,802.80","8,205"
18-Jun-24,EQ,"1,608.00","1,623.25","1,552.00","1,594.55","1,574.00","1,574.25","1,581.23","1,629.95",780.5,"1,69,268","26,76,51,341.45","11,763"
14-Jun-24,EQ,"1,578.70","1,629.95","1,568.00","1,566.70","1,595.00","1,594.55","1,604.06","1,629.95",780.5,"2,91,500","46,75,82,203.65","18,715"
13-Jun-24,EQ,"1,557.05","1,575.00","1,546.00","1,556.35","1,562.95","1,566.70","1,561.85","1,595.00",780.5,"1,83,667","28,68,60,047.90","15,471"
12-Jun-24,EQ,"1,569.45","1,595.00","1,537.50","1,557.50","1,560.00","1,556.35","1,564.35","1,595.00",780.5,"2,72,831","42,68,02,487.60","18,475"
11-Jun-24,EQ,"1,549.00","1,584.70","1,525.00","1,560.80","1,553.00","1,557.50","1,562.85","1,586.70",780.5,"5,45,139","85,19,69,719.70","21,305"
10-Jun-24,EQ,"1,502.50","1,586.70","1,471.95","1,473.80","1,528.00","1,560.80","1,528.89","1,586.70",780.5,"6,84,489","1,04,65,06,093.90","33,195"
07-Jun-24,EQ,"1,532.00","1,532.00","1,460.70","1,519.30","1,482.45","1,473.80","1,479.71","1,541.85",777,"4,86,803","72,03,25,159.70","35,731"
06-Jun-24,EQ,"1,409.80","1,541.85","1,409.80","1,399.25","1,515.00","1,519.30","1,501.39","1,541.85",777,"6,46,976","97,13,60,212.70","54,822"
05-Jun-24,EQ,"1,370.00","1,405.00","1,300.05","1,366.30","1,383.50","1,399.25","1,369.43","1,506.90",777,"2,06,771","28,31,59,336.75","10,216"
04-Jun-24,EQ,"1,468.50","1,470.00","1,330.00","1,468.50","1,345.00","1,366.30","1,381.35","1,506.90",777,"3,23,229","44,64,93,265.15","17,908"
03-Jun-24,EQ,"1,500.00","1,500.00","1,430.00","1,435.40","1,469.00","1,468.50","1,459.25","1,506.90",777,"3,38,800","49,43,94,205.35","14,470"
31-May-24,EQ,"1,450.10","1,466.00","1,420.10","1,462.40","1,440.00","1,435.40","1,438.75","1,506.90",774.05,"2,76,460","39,77,55,479.95","14,345"
30-May-24,EQ,"1,482.00","1,500.00","1,444.35","1,485.40","1,460.00","1,462.40","1,466.77","1,506.90",774.05,"4,09,266","60,02,99,962.05","13,491"
29-May-24,EQ,"1,419.05","1,500.00","1,394.95","1,432.95","1,482.00","1,485.40","1,466.92","1,506.90",774.05,"13,75,034","2,01,70,59,184.25","61,084"
28-May-24,EQ,"1,480.00","1,481.30","1,408.15","1,455.95","1,430.75","1,432.95","1,436.09","1,506.90",774.05,"21,16,089","3,03,88,98,876.00","80,591"
27-May-24,EQ,"1,308.30","1,506.90","1,290.00","1,282.60","1,485.30","1,455.95","1,404.70","1,506.90",774.05,"71,20,327","10,00,19,36,805.40","2,38,252"
24-May-24,EQ,"1,165.00","1,363.30","1,164.00","1,144.05","1,283.75","1,282.60","1,299.23","1,363.30",774.05,"76,51,639","9,94,12,76,313.60","2,17,716"
23-May-24,EQ,"1,184.95","1,216.90","1,116.00","1,159.60","1,160.00","1,144.05","1,163.08","1,219.00",774.05,"10,19,354","1,18,55,90,733.80","51,185"
22-May-24,EQ,"1,059.05","1,172.00","1,040.45","1,058.20","1,172.00","1,159.60","1,138.72","1,219.00",774.05,"30,86,420","3,51,45,55,066.45","1,09,113"
21-May-24,EQ,"1,050.00","1,069.00","1,037.00","1,054.35","1,056.70","1,058.20","1,057.18","1,219.00",774.05,"1,67,181","17,67,40,165.90","17,599"
18-May-24,EQ,"1,062.00","1,065.00","1,044.90","1,055.40","1,054.00","1,054.35","1,055.86","1,219.00",774.05,"14,572","1,53,85,985.70","1,532"
17-May-24,EQ,"1,045.00","1,070.45","1,044.85","1,039.70","1,056.55","1,055.40","1,060.38","1,219.00",774.05,"3,13,159","33,20,66,461.70","25,602"
16-May-24,EQ,"1,049.75","1,054.40","1,035.35","1,046.40","1,038.25","1,039.70","1,045.29","1,219.00",774.05,"73,137","7,64,49,261.50","11,291"
15-May-24,EQ,"1,029.80","1,084.40","1,027.35","1,022.45","1,049.00","1,046.40","1,060.82","1,219.00",774.05,"5,36,017","56,86,17,804.25","36,025"
14-May-24,EQ,"1,022.05","1,031.00","1,017.05","1,022.55","1,023.90","1,022.45","1,024.52","1,219.00",774.05,"1,14,127","11,69,25,718.65","13,409"
13-May-24,EQ,"1,020.10","1,034.05",994.15,"1,027.65","1,020.50","1,022.55","1,012.63","1,219.00",774.05,"1,91,540","19,39,58,908.20","18,839"
10-May-24,EQ,"1,019.00","1,038.00","1,005.30","1,014.50","1,025.00","1,027.65","1,020.69","1,219.00",774.05,"5,55,487","56,69,78,254.05","27,197"
09-May-24,EQ,"1,051.05","1,060.00","1,007.10","1,057.30","1,019.75","1,014.50","1,039.40","1,219.00",774.05,"2,54,152","26,41,64,843.30","11,171"
