"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","29-May-2024","2,912.40","2,893.00","2,916.00","2,876.90","2,881.05","2,881.55","2,892.28","36,91,778","10,67,76,49,558.60","1,66,778","23,16,089","62.74"
"RELIANCE","EQ","30-May-2024","2,881.55","2,871.00","2,880.80","2,840.20","2,859.10","2,849.70","2,853.56","66,03,429","18,84,33,10,309.75","2,48,791","44,20,496","66.94"
"RELIANCE","EQ","31-May-2024","2,849.70","2,862.60","2,884.50","2,844.50","2,859.00","2,860.80","2,859.97","1,55,34,916","44,42,93,52,174.10","2,91,018","91,87,285","59.14"
"RELIANCE","EQ","03-Jun-2024","2,860.80","2,966.00","3,029.00","2,918.00","3,027.75","3,020.65","2,978.07","1,07,63,971","32,05,59,04,968.10","5,27,552","61,99,702","57.60"
"RELIANCE","EQ","04-Jun-2024","3,020.65","2,996.10","2,996.10","2,718.60","2,816.45","2,794.55","2,840.81","1,83,54,549","52,14,18,56,366.90","6,87,198","99,82,307","54.39"
"RELIANCE","EQ","05-Jun-2024","2,794.55","2,844.00","2,862.30","2,768.20","2,838.85","2,841.50","2,821.32","87,32,445","24,63,70,03,697.65","4,74,290","51,03,076","58.44"
"RELIANCE","EQ","06-Jun-2024","2,841.50","2,870.00","2,887.40","2,842.70","2,872.00","2,863.20","2,860.47","89,27,861","25,53,78,85,916.05","3,61,277","33,82,329","37.89"
"RELIANCE","EQ","07-Jun-2024","2,863.20","2,857.00","2,944.00","2,853.00","2,931.10","2,939.90","2,917.34","92,79,348","27,07,10,00,141.85","3,44,744","45,62,543","49.17"
"RELIANCE","EQ","10-Jun-2024","2,939.90","2,939.90","2,986.70","2,936.15","2,944.05","2,942.80","2,961.63","46,25,880","13,70,01,44,470.70","2,13,285","23,34,693","50.47"
"RELIANCE","EQ","11-Jun-2024","2,942.80","2,938.00","2,947.35","2,909.35","2,915.05","2,913.35","2,927.47","58,87,451","17,23,53,09,310.25","2,10,257","40,01,727","67.97"
"RELIANCE","EQ","12-Jun-2024","2,913.35","2,915.00","2,952.00","2,910.35","2,924.50","2,926.65","2,933.93","50,40,871","14,78,95,62,953.35","1,94,907","26,48,229","52.54"
"RELIANCE","EQ","13-Jun-2024","2,926.65","2,944.00","2,944.50","2,920.20","2,927.60","2,930.50","2,932.52","45,90,580","13,46,19,77,299.90","1,50,823","23,87,206","52.00"
"RELIANCE","EQ","14-Jun-2024","2,930.50","2,940.00","2,959.35","2,914.45","2,951.45","2,955.10","2,944.28","40,78,999","12,00,97,35,003.50","1,50,934","22,50,406","55.17"
"RELIANCE","EQ","18-Jun-2024","2,955.10","2,974.70","2,974.80","2,942.70","2,959.90","2,962.05","2,956.95","35,98,383","10,64,02,38,520.10","2,28,749","21,37,177","59.39"
"RELIANCE","EQ","19-Jun-2024","2,962.05","2,975.00","2,975.00","2,912.00","2,917.00","2,917.30","2,935.27","43,62,937","12,80,63,97,074.45","1,81,800","23,95,420","54.90"
"RELIANCE","EQ","20-Jun-2024","2,917.30","2,918.00","2,965.70","2,900.20","2,949.00","2,947.40","2,945.61","80,56,888","23,73,24,84,114.90","2,19,372","35,70,538","44.32"
"RELIANCE","EQ","21-Jun-2024","2,947.40","2,947.25","2,949.40","2,881.15","2,912.00","2,908.40","2,909.13","1,55,85,180","45,33,93,57,875.00","3,38,377","82,87,080","53.17"
"RELIANCE","EQ","24-Jun-2024","2,908.40","2,891.05","2,899.00","2,875.00","2,885.00","2,882.95","2,885.46","44,39,193","12,80,91,05,423.85","2,04,050","28,55,921","64.33"
"RELIANCE","EQ","25-Jun-2024","2,882.95","2,886.00","2,911.85","2,882.00","2,905.05","2,908.30","2,897.19","35,22,693","10,20,59,07,632.15","1,43,772","21,90,920","62.19"
"RELIANCE","EQ","26-Jun-2024","2,908.30","2,892.10","3,037.95","2,890.25","3,021.10","3,028.05","2,984.44","1,10,07,441","32,85,09,99,298.60","3,55,204","57,33,584","52.09"
"RELIANCE","EQ","27-Jun-2024","3,028.05","3,027.50","3,075.00","3,012.00","3,057.10","3,061.10","3,056.99","1,41,91,515","43,38,32,60,604.40","4,37,882","65,00,132","45.80"
"RELIANCE","EQ","28-Jun-2024","3,061.10","3,062.05","3,162.00","3,062.05","3,128.25","3,130.80","3,120.51","1,44,78,668","45,18,08,50,345.25","4,84,009","65,89,495","45.51"
"RELIANCE","EQ","01-Jul-2024","3,130.80","3,125.05","3,158.80","3,111.35","3,123.00","3,120.30","3,126.53","38,62,153","12,07,51,37,299.45","1,86,641","20,85,115","53.99"
"RELIANCE","EQ","02-Jul-2024","3,120.30","3,139.00","3,147.00","3,114.00","3,126.20","3,130.35","3,129.71","38,74,623","12,12,64,29,929.15","1,79,115","19,79,657","51.09"
"RELIANCE","EQ","03-Jul-2024","3,130.35","3,132.65","3,150.00","3,085.55","3,109.00","3,104.85","3,104.97","45,24,810","14,04,94,06,822.65","1,85,754","24,29,008","53.68"
"RELIANCE","EQ","04-Jul-2024","3,104.85","3,114.00","3,135.00","3,101.60","3,106.00","3,108.05","3,116.99","34,18,588","10,65,57,15,706.45","1,73,336","14,53,692","42.52"
"RELIANCE","EQ","05-Jul-2024","3,108.05","3,107.65","3,197.00","3,096.00","3,189.90","3,177.25","3,149.82","61,34,855","19,32,37,16,027.90","2,61,494","23,32,341","38.02"
"RELIANCE","EQ","08-Jul-2024","3,177.25","3,178.00","3,217.60","3,165.05","3,201.50","3,201.80","3,195.83","47,50,403","15,18,14,79,272.55","2,40,527","29,27,071","61.62"
"RELIANCE","EQ","09-Jul-2024","3,201.80","3,195.20","3,201.00","3,161.00","3,176.30","3,180.55","3,178.56","34,80,001","11,06,14,03,124.60","1,59,638","22,08,053","63.45"
"RELIANCE","EQ","10-Jul-2024","3,180.55","3,190.00","3,195.00","3,126.30","3,164.00","3,168.45","3,154.77","35,67,289","11,25,39,68,347.05","1,82,113","17,41,440","48.82"
"RELIANCE","EQ","11-Jul-2024","3,168.45","3,175.00","3,208.50","3,141.00","3,170.00","3,161.30","3,169.61","59,70,473","18,92,40,71,474.55","2,46,252","25,20,003","42.21"
"RELIANCE","EQ","12-Jul-2024","3,161.30","3,169.00","3,210.30","3,149.00","3,195.00","3,193.45","3,186.07","64,62,392","20,58,96,34,191.20","2,46,838","28,05,611","43.41"
"RELIANCE","EQ","15-Jul-2024","3,193.45","3,208.90","3,211.70","3,171.00","3,193.60","3,194.45","3,191.40","26,64,844","8,50,45,91,755.00","1,87,867","13,99,220","52.51"
"RELIANCE","EQ","16-Jul-2024","3,194.45","3,187.00","3,200.00","3,138.25","3,148.30","3,152.50","3,166.04","46,93,419","14,85,95,48,266.10","2,30,262","30,80,601","65.64"
"RELIANCE","EQ","18-Jul-2024","3,152.50","3,152.00","3,187.80","3,115.65","3,170.60","3,173.35","3,155.52","61,49,187","19,40,39,09,511.40","2,12,178","29,35,862","47.74"
"RELIANCE","EQ","19-Jul-2024","3,173.35","3,172.00","3,179.95","3,105.60","3,116.95","3,110.30","3,128.40","65,70,195","20,55,41,78,349.45","2,13,186","40,48,947","61.63"
"RELIANCE","EQ","22-Jul-2024","3,110.30","3,074.50","3,075.00","2,998.55","3,004.00","3,001.35","3,016.24","98,37,188","29,67,13,39,998.45","4,65,224","59,72,016","60.71"
"RELIANCE","EQ","23-Jul-2024","3,001.35","3,002.00","3,011.50","2,926.00","2,970.05","2,975.80","2,969.60","90,26,022","26,80,36,49,945.60","3,84,359","51,11,782","56.63"
"RELIANCE","EQ","24-Jul-2024","2,975.80","2,970.00","3,019.00","2,952.80","2,988.00","2,991.40","2,987.68","59,56,681","17,79,66,51,407.60","2,32,120","27,33,402","45.89"
"RELIANCE","EQ","25-Jul-2024","2,991.40","2,962.00","3,000.95","2,954.15","2,988.35","2,984.80","2,980.72","62,59,938","18,65,91,22,151.40","2,21,753","37,29,490","59.58"
"RELIANCE","EQ","26-Jul-2024","2,984.80","2,984.80","3,024.85","2,980.70","3,018.60","3,018.05","3,012.08","49,29,970","14,84,94,80,970.80","1,80,757","23,96,373","48.61"
"RELIANCE","EQ","29-Jul-2024","3,018.05","3,023.90","3,055.00","3,023.55","3,038.25","3,040.20","3,038.43","37,69,275","11,45,26,61,155.40","1,70,155","22,06,938","58.55"
"RELIANCE","EQ","30-Jul-2024","3,040.20","3,034.05","3,050.00","3,020.00","3,023.00","3,026.30","3,033.38","41,14,104","12,47,96,37,390.30","1,84,296","24,14,027","58.68"
"RELIANCE","EQ","31-Jul-2024","3,026.30","3,008.00","3,020.90","3,002.30","3,009.00","3,010.85","3,010.83","50,28,673","15,14,04,71,169.85","2,01,961","32,24,303","64.12"
"RELIANCE","EQ","01-Aug-2024","3,010.85","3,024.00","3,036.00","3,008.60","3,035.90","3,030.60","3,025.50","53,82,111","16,28,35,66,572.30","2,19,081","36,47,873","67.78"
"RELIANCE","EQ","02-Aug-2024","3,030.60","3,010.00","3,018.65","2,986.55","2,992.00","2,998.65","3,001.82","51,34,124","15,41,16,92,078.15","1,76,635","31,86,337","62.06"
"RELIANCE","EQ","05-Aug-2024","2,998.65","2,960.00","2,967.80","2,866.50","2,896.00","2,894.65","2,901.81","85,23,352","24,73,31,28,212.00","4,48,630","55,50,149","65.12"
"RELIANCE","EQ","06-Aug-2024","2,894.65","2,910.30","2,955.00","2,902.65","2,915.55","2,912.10","2,929.53","51,18,093","14,99,35,89,440.05","1,97,549","26,51,919","51.81"
"RELIANCE","EQ","07-Aug-2024","2,912.10","2,938.00","2,945.00","2,923.00","2,930.00","2,929.65","2,930.89","40,87,284","11,97,93,63,870.55","2,76,362","25,97,947","63.56"
"RELIANCE","EQ","08-Aug-2024","2,929.65","2,915.05","2,930.00","2,891.85","2,896.45","2,898.25","2,905.69","61,93,596","17,99,66,62,105.65","2,55,138","37,34,582","60.30"
"RELIANCE","EQ","09-Aug-2024","2,898.25","2,920.00","2,953.00","2,912.00","2,946.10","2,948.60","2,939.20","31,24,888","9,18,46,80,574.05","1,50,169","14,06,089","45.00"
"RELIANCE","EQ","12-Aug-2024","2,948.60","2,940.00","2,946.00","2,915.50","2,923.00","2,921.25","2,929.82","40,92,292","11,98,96,80,025.65","1,88,301","26,40,196","64.52"
"RELIANCE","EQ","13-Aug-2024","2,921.25","2,921.50","2,940.15","2,916.00","2,925.00","2,927.25","2,928.29","31,32,532","9,17,29,71,802.70","1,34,517","17,57,602","56.11"
"RELIANCE","EQ","14-Aug-2024","2,927.25","2,927.10","2,944.00","2,907.40","2,920.10","2,923.70","2,925.78","31,33,733","9,16,86,16,380.80","1,85,733","17,48,077","55.78"
"RELIANCE","EQ","16-Aug-2024","2,923.70","2,937.30","2,960.80","2,916.10","2,957.75","2,956.40","2,944.77","47,08,451","13,86,53,25,209.75","1,87,365","21,41,288","45.48"
"RELIANCE","EQ","19-Aug-2024","2,956.40","2,965.00","2,996.60","2,961.00","2,979.00","2,976.80","2,980.25","68,98,871","20,56,03,27,724.60","2,00,328","46,27,354","67.07"
"RELIANCE","EQ","20-Aug-2024","2,976.80","2,994.45","3,007.85","2,980.05","2,986.50","2,991.90","2,996.98","42,05,904","12,60,50,24,714.40","1,75,516","27,65,914","65.76"
"RELIANCE","EQ","21-Aug-2024","2,991.90","2,986.50","3,015.75","2,980.00","2,999.00","2,997.35","3,001.42","38,84,998","11,66,05,26,038.60","1,41,353","25,16,019","64.76"
"RELIANCE","EQ","22-Aug-2024","2,997.35","3,006.00","3,013.00","2,981.30","2,996.50","2,996.25","2,994.88","52,22,891","15,64,19,35,953.20","2,33,216","32,22,286","61.70"
"RELIANCE","EQ","23-Aug-2024","2,996.25","3,007.50","3,022.65","2,996.85","2,996.85","2,999.95","3,007.21","46,24,827","13,90,78,42,193.30","1,68,002","24,66,304","53.33"
"RELIANCE","EQ","26-Aug-2024","2,999.95","3,013.95","3,046.00","3,006.00","3,021.20","3,025.20","3,028.80","44,08,057","13,35,11,14,538.35","2,37,540","27,04,777","61.36"
"RELIANCE","EQ","27-Aug-2024","3,025.20","3,021.00","3,026.95","2,998.90","3,001.00","3,000.90","3,008.12","31,25,578","9,40,21,08,149.05","1,01,024","20,14,932","64.47"
"RELIANCE","EQ","28-Aug-2024","3,000.90","3,010.00","3,014.95","2,986.00","2,999.00","2,996.60","2,999.57","48,05,143","14,41,33,56,125.80","2,00,883","34,80,824","72.44"
"RELIANCE","EQ","29-Aug-2024","2,996.60","3,006.20","3,074.00","2,988.00","3,042.90","3,041.85","3,038.57","1,91,67,679","58,24,23,37,590.95","5,70,843","79,84,285","41.65"
"RELIANCE","EQ","30-Aug-2024","3,041.85","3,068.00","3,079.45","3,006.65","3,024.95","3,019.25","3,026.71","2,08,10,365","62,98,70,09,675.80","5,99,570","1,19,10,770","57.23"
"RELIANCE","EQ","02-Sep-2024","3,019.25","3,021.75","3,053.60","3,013.25","3,034.40","3,032.50","3,034.10","56,20,426","17,05,29,33,370.55","2,80,541","34,03,958","60.56"
"RELIANCE","EQ","03-Sep-2024","3,032.50","3,042.50","3,046.00","3,015.00","3,018.90","3,018.25","3,026.09","54,61,900","16,52,81,93,207.35","2,26,578","39,88,825","73.03"
"RELIANCE","EQ","04-Sep-2024","3,018.25","3,001.40","3,035.00","2,999.00","3,031.95","3,029.10","3,023.30","59,91,652","18,11,45,82,555.90","2,52,191","42,96,024","71.70"
"RELIANCE","EQ","05-Sep-2024","3,029.10","3,038.10","3,051.55","2,974.10","2,991.00","2,985.95","3,007.10","81,32,084","24,45,39,50,049.65","3,43,225","48,97,259","60.22"
"RELIANCE","EQ","06-Sep-2024","2,985.95","2,985.00","2,994.00","2,923.25","2,930.95","2,929.65","2,938.97","96,97,114","28,49,94,95,837.10","4,47,718","54,84,238","56.56"
"RELIANCE","EQ","09-Sep-2024","2,929.65","2,933.00","2,939.85","2,911.20","2,927.00","2,924.90","2,923.84","45,05,149","13,17,23,42,172.80","1,79,506","28,68,460","63.67"
"RELIANCE","EQ","10-Sep-2024","2,924.90","2,921.00","2,944.10","2,915.15","2,924.00","2,923.05","2,928.75","53,84,130","15,76,87,77,163.00","1,86,858","33,07,014","61.42"
"RELIANCE","EQ","11-Sep-2024","2,923.05","2,926.10","2,937.50","2,895.10","2,904.45","2,903.00","2,917.10","48,80,101","14,23,57,32,813.00","2,54,431","29,98,632","61.45"
"RELIANCE","EQ","12-Sep-2024","2,903.00","2,914.00","2,972.00","2,891.75","2,953.00","2,959.60","2,930.24","1,11,74,688","32,74,44,74,466.75","3,65,694","56,88,113","50.90"
"RELIANCE","EQ","13-Sep-2024","2,959.60","2,952.80","2,966.30","2,939.00","2,946.50","2,945.25","2,951.65","43,55,664","12,85,63,98,757.55","1,33,244","22,93,496","52.66"
"RELIANCE","EQ","16-Sep-2024","2,945.25","2,955.10","2,961.80","2,929.50","2,944.35","2,942.70","2,944.45","27,40,887","8,07,04,08,899.55","1,27,429","16,50,005","60.20"
"RELIANCE","EQ","17-Sep-2024","2,942.70","2,948.00","2,954.95","2,933.25","2,945.00","2,944.60","2,943.09","29,67,664","8,73,41,02,749.70","1,48,458","19,62,511","66.13"
"RELIANCE","EQ","18-Sep-2024","2,944.60","2,940.00","2,964.00","2,921.10","2,923.00","2,926.90","2,939.96","42,87,357","12,60,46,50,688.95","1,79,852","27,16,778","63.37"
"RELIANCE","EQ","19-Sep-2024","2,926.90","2,932.50","2,953.00","2,911.10","2,940.00","2,939.35","2,934.14","84,77,951","24,87,55,02,062.25","2,59,931","51,62,238","60.89"
"RELIANCE","EQ","20-Sep-2024","2,939.35","2,948.00","2,990.00","2,942.75","2,972.10","2,971.85","2,970.54","1,54,48,660","45,89,08,94,255.50","3,79,677","85,64,168","55.44"
"RELIANCE","EQ","23-Sep-2024","2,971.85","2,982.00","3,003.00","2,977.90","2,985.00","2,986.75","2,990.93","44,16,157","13,20,84,20,985.10","1,46,805","27,66,969","62.66"
"RELIANCE","EQ","24-Sep-2024","2,986.75","2,977.00","3,001.00","2,975.75","2,980.50","2,978.75","2,986.14","85,68,722","25,58,74,44,695.30","2,01,586","69,26,041","80.83"
"RELIANCE","EQ","25-Sep-2024","2,978.75","2,967.80","2,993.00","2,960.40","2,988.05","2,987.90","2,976.46","35,34,501","10,52,02,89,097.25","1,54,120","21,70,405","61.41"
"RELIANCE","EQ","26-Sep-2024","2,987.90","2,981.30","3,008.00","2,976.10","3,008.00","2,995.90","2,994.82","94,09,499","28,17,97,60,605.20","2,59,792","63,88,610","67.90"
"RELIANCE","EQ","27-Sep-2024","2,995.90","2,998.00","3,066.95","2,984.00","3,047.05","3,052.35","3,024.87","1,02,98,739","31,15,23,28,126.20","3,28,612","71,92,739","69.84"
"RELIANCE","EQ","30-Sep-2024","3,052.35","3,038.80","3,049.95","2,948.80","2,958.00","2,953.15","2,977.44","1,35,04,407","40,20,86,25,079.45","4,31,656","97,72,452","72.36"
"RELIANCE","EQ","01-Oct-2024","2,953.15","2,961.30","2,975.90","2,925.65","2,927.00","2,929.65","2,938.60","82,15,821","24,14,29,92,536.60","3,30,546","58,33,186","71.00"
"RELIANCE","EQ","03-Oct-2024","2,929.65","2,873.15","2,898.80","2,804.15","2,813.95","2,813.95","2,846.93","1,88,78,647","53,74,62,34,225.65","6,89,559","1,33,01,627","70.46"
"RELIANCE","EQ","04-Oct-2024","2,813.95","2,807.85","2,834.70","2,763.55","2,771.50","2,773.05","2,796.15","1,85,36,438","51,83,07,08,670.55","5,34,690","1,09,30,510","58.97"
"RELIANCE","EQ","07-Oct-2024","2,773.05","2,787.00","2,793.00","2,722.75","2,740.70","2,741.45","2,750.92","1,10,90,670","30,50,95,18,408.05","4,23,167","78,80,470","71.05"
"RELIANCE","EQ","08-Oct-2024","2,741.45","2,745.95","2,802.00","2,730.20","2,798.95","2,794.70","2,768.60","85,10,404","23,56,19,05,588.15","3,58,981","52,45,628","61.64"
"RELIANCE","EQ","09-Oct-2024","2,794.70","2,795.05","2,801.95","2,745.00","2,748.00","2,749.20","2,773.49","71,55,305","19,84,51,68,137.95","3,58,324","46,24,596","64.63"
"RELIANCE","EQ","10-Oct-2024","2,749.20","2,760.05","2,772.00","2,738.85","2,742.50","2,742.10","2,749.69","1,11,79,323","30,73,96,75,824.55","3,64,305","80,88,422","72.35"
"RELIANCE","EQ","11-Oct-2024","2,742.10","2,740.00","2,766.55","2,737.65","2,749.00","2,744.20","2,751.19","39,90,061","10,97,74,31,923.95","1,97,702","18,59,446","46.60"
"RELIANCE","EQ","14-Oct-2024","2,744.20","2,758.90","2,760.15","2,736.50","2,745.50","2,745.05","2,746.12","61,10,716","16,78,07,32,590.05","2,33,903","41,47,617","67.87"
"RELIANCE","EQ","15-Oct-2024","2,745.05","2,717.05","2,743.40","2,681.40","2,688.60","2,688.05","2,708.71","1,68,81,397","45,72,68,23,453.35","6,02,869","1,11,51,853","66.06"
"RELIANCE","EQ","16-Oct-2024","2,688.05","2,680.00","2,728.00","2,675.25","2,709.40","2,708.15","2,696.84","1,00,17,219","27,01,48,52,678.00","3,56,705","62,61,479","62.51"
"RELIANCE","EQ","17-Oct-2024","2,708.15","2,731.40","2,736.90","2,704.10","2,713.30","2,712.85","2,718.84","77,71,830","21,13,03,92,926.65","3,83,984","49,06,216","63.13"
"RELIANCE","EQ","18-Oct-2024","2,712.85","2,704.35","2,736.85","2,682.65","2,717.00","2,718.60","2,713.87","60,41,226","16,39,51,16,698.50","2,95,032","31,08,315","51.45"
"RELIANCE","EQ","21-Oct-2024","2,718.60","2,734.25","2,748.00","2,715.45","2,736.00","2,738.40","2,734.41","70,33,704","19,23,30,63,988.40","2,28,845","47,05,858","66.90"
"RELIANCE","EQ","22-Oct-2024","2,738.40","2,738.40","2,752.00","2,680.45","2,684.15","2,686.70","2,707.80","79,15,980","21,43,48,71,569.75","3,63,161","51,47,016","65.02"
"RELIANCE","EQ","23-Oct-2024","2,686.70","2,675.00","2,714.95","2,670.00","2,682.35","2,677.05","2,688.32","86,07,371","23,13,93,46,660.10","3,37,356","54,62,528","63.46"
"RELIANCE","EQ","24-Oct-2024","2,677.05","2,670.55","2,687.40","2,646.25","2,678.90","2,679.60","2,668.53","1,10,77,967","29,56,19,35,442.55","3,45,601","72,70,549","65.63"
"RELIANCE","EQ","25-Oct-2024","2,679.60","2,687.00","2,688.70","2,644.00","2,656.30","2,655.70","2,659.80","92,98,748","24,73,28,26,126.10","3,88,238","59,55,260","64.04"
"RELIANCE","EQ","28-Oct-2024","2,655.70","1,337.00","1,353.00","1,322.10","1,335.00","1,334.35","1,337.70","1,08,24,350","14,47,97,33,719.25","3,68,817","65,28,553","60.31"
"RELIANCE","EQ","29-Oct-2024","1,334.35","1,328.10","1,343.20","1,320.30","1,340.00","1,340.00","1,331.46","1,20,08,361","15,98,86,83,034.00","4,36,915","78,68,884","65.53"
"RELIANCE","EQ","30-Oct-2024","1,340.00","1,335.00","1,350.00","1,325.35","1,344.85","1,343.90","1,341.16","1,19,84,423","16,07,30,73,274.15","2,95,954","75,01,497","62.59"
"RELIANCE","EQ","31-Oct-2024","1,343.90","1,340.00","1,343.00","1,326.15","1,332.00","1,332.05","1,334.14","93,31,650","12,44,97,44,606.90","4,14,741","61,20,942","65.59"
"RELIANCE","EQ","01-Nov-2024","1,332.05","1,333.05","1,341.95","1,333.00","1,338.40","1,338.65","1,338.89","21,27,335","2,84,82,64,119.80","1,27,374","14,96,974","70.37"
"RELIANCE","EQ","04-Nov-2024","1,338.65","1,337.85","1,340.00","1,285.10","1,298.50","1,302.15","1,301.44","1,97,96,890","25,76,44,50,096.55","5,54,958","1,08,30,488","54.71"
"RELIANCE","EQ","05-Nov-2024","1,302.15","1,293.00","1,309.55","1,286.15","1,307.50","1,305.30","1,297.87","1,62,67,479","21,11,31,19,455.50","3,71,758","93,88,843","57.72"
"RELIANCE","EQ","06-Nov-2024","1,305.30","1,310.00","1,328.30","1,300.20","1,326.00","1,325.35","1,315.57","2,16,25,209","28,44,95,04,045.35","3,49,627","1,38,15,044","63.88"
